Kingdom	Phylum	Class	Order	Family	Genus	Species	OTU	DR1014-E	DR1014-SAH	DR1018-E	DR1018-SAH	DR1019-E	DR1019-SAH	DR1025-E	DR1025-SAH	DR1027-E	DR1027-H	DR1027-SAH	DR1030-E	DR1030-SAH	DR1035-E	DR1035-H	DR1035-SAH	DR1041-E	DR1041-H	DR1041-SAH	DR1042-E	DR1042-H	DR1042-SAH	DR1043-E	DR1043-H	DR1043-SAH	DR1044-E	DR1044-SAH	DR1045-E	DR1045-H	DR1045-SAH	DR1046-E	DR1046-H	DR1046-SAH	DR1047-E	DR1047-H	DR1047-SAH	DR1048-E	DR1048-H	DR1048-SAH	DR1049-E	DR1049-H	DR1049-SAH	E-1	E-10	E-2	E-3	E-4	E-5	E-6	E-7	E-8	E-9	H-1	H-10	H-2	H-3	H-4	H-5	H-6	H-7	H-8	H-9	SAH-1	SAH-10	SAH-2	SAH-3	SAH-4	SAH-5	SAH-6	SAH-7	SAH-8	SAH-9	Shared
ASV_3235	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus		ASV_3235	0	0	0	0	0.0177236877086226	0.011568718186025	0.1981474407945	0.030453981858128	0	0.00628338045868677	0	0	0	0	0.010298307644777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_2094	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus		ASV_2094	0	0.031727436911212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00256058995992677	0	0	0	0.00402601958946103	0.00853779575458106	0	0	0.0377766488204567	0	0.00194628260023355	0	0	0.0112968820605513	0.00792204705695952	0.0024438823515036	0.0143802128271498	0	0.0067273624254384	0	0.0118906064209275	0.00778967867575463	0	0	0.00461963112245487	0.00966989399378709	0.00687597123093637	0.0141132193821546	0.0455401056530451	0	Non-core
ASV_3498	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus		ASV_3498	0	0	0	0	0	0	0.284090909090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_617	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus		ASV_617	0	0.00488114414018646	0	0	0	0.02313743637205	1.32973644003056	0.00652585325531313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.110105368276851	0	0	0	0	0	0	0	0.00911850143942058	0	0.157648890618918	0	0	0	0	0	0	0	0.0022424541418128	0	0.317479191438763	0	0	0	0.00346472334184115	0.00241747349844677	0.00825116547712364	0.0156813548690607	0.00607201408707268	0.0121853566827978	Non-core
ASV_716	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus		ASV_716	0	0	0	0	0	0.0173530772790375	1.23901833460657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0179241297194874	0	0	0	0	0	0	0	0.024750218192713	0	0.0243285325029194	0	0.01928658907029	0	0	0	0.0143802128271498	0	0.0650311701125712	0	0.0237812128418549	0.0506329113924051	0.0111701889995979	0.0289113433655695	0.0392668645408664	0.00846115724456371	0.0220031079389964	0.120746432491767	0.136620316959135	0.0382968352887929	Non-core
ASV_2486	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus		ASV_2486	0	0.0561331576121443	0	0	0	0.00867653863951874	0	0.0391551195318788	0.0466008280608678	0.0219918316054037	0.0349537534953753	0.01339181090763	0	0.0100961150149422	0.0120146922522399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00896206485974368	0	0.0379319500815537	0	0	0	0	0	0	0	0.0194628260023355	0	0	0	0	0	0	0.00214520921152835	0	0.00196091888659026	0.00594530321046373	0	0.00670211339975872	0	0	0	0.0165023309542473	0.0188176258428728	0	0.0400376005291926	Non-core
ASV_3986	Bacteria	Chloroflexi	AD3	AD3	AD3	AD3		ASV_3986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0109383545589499	0	0	0	0.0055297500552975	0	0	0	0.00582988398530869	0	0.00547795124623391	0	0.0515482242525507	0.0246083176113526	0	0	0.0375383203687097	0.0333414161008729	0.0109198916746746	0.00888651915044877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_5355	Bacteria	Chloroflexi	AD3	AD3	AD3	AD3	uncultured_Chloroflexi	ASV_5355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00704932767037344	0.0622133740979061	0.0109370300494901	0	0.00335182423033736	0.043794707096828	0	0	0.00592434610029918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_4463	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa_termitida	ASV_4463	0	0	0	0	0	0	0	0	0	0.133521834747094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_5491	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Anaerospora	Anaerospora_hongkongensis	ASV_5491	0	0	0	0	0	0	0.0501336898395722	0	0	0.0659754948162111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_1990	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	Obscuribacteraceae		ASV_1990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0590990352082502	0.0462377855183256	0	0.00484042724837846	0.00878715318204785	0.0359403078365497	0.028415463994616	0.0636016718153734	0	0	0	0	0.00620270437910929	0.0194329466176956	0.0357235001091551	0.0356066831005204	0	0	0	0	0.0486014513398917	0.0500510938249463	0	0	0	0.0524920941784987	0	0	0	0	0	0	0	0	0	0.0291942390035033	0	0.00964329453514499	0	0	0	0.0300677177294951	0	0	0	0.0344827586206897	0	0	0.0101189701779493	0	0	0.0247534964313709	0	0	0	Non-core
ASV_3754	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	Obscuribacteraceae		ASV_3754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0295495176041251	0.0524028235874357	0	0.00806737874729743	0.0109839414775598	0.00468786623954997	0	0.0121146041553092	0	0.0165892501658925	0	0	0.0310135218955465	0	0	0.0109559024924678	0	0	0	0	0.0335182423033736	0.020854622427061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_4728	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	Obscuribacteraceae	bioreactor_metagenome	ASV_4728	0	0	0	0.0262047640260999	0	0.0260296159185562	0	0.0174022753475017	0	0.020420986490732	0.0161325016132502	0	0.00995982869094652	0	0.0171638460746284	0.00551861151734224	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00620270437910929	0	0	0	0	0	0	0	0	0	0.00303103782735209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_5425	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	Oxynema_BDU_92071		ASV_5425	0	0	0	0	0	0	0	0.0391551195318788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_2900	Bacteria	WPS-2	WPS-2	WPS-2	WPS-2	WPS-2		ASV_2900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01181980704165	0.0369902284146605	0	0	0	0.00468786623954997	0.00299110147311748	0.0969168332424738	0	0.0248838752488388	0	0	0	0	0	0	0	0	0	0	0.0100554726910121	0.154324205960251	0	0	0	0.0115226548196705	0	0	0	0	0	0.00522444202959124	0	0.010421144502195	0	0.00681198910081744	0	0	0	0	0	0.011765628676759	0.00321781381729253	0.0067273624254384	0.00392183777318051	0.0107015457788347	0	0	0	0	0.00241747349844677	0.0178775252004346	0.00940881292143641	0.0121440281741454	0.0156668871635971	Non-core
ASV_6206	Bacteria	WPS-2	WPS-2	WPS-2	WPS-2	WPS-2		ASV_6206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0215776332418853	0	0	0	0.00937573247909993	0	0.069658973893028	0	0.011059500110595	0	0	0.00930405656866394	0	0	0	0	0	0	0	0	0.0229400846697671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_6136	Bacteria	WPS-2	WPS-2	WPS-2	WPS-2	WPS-2		ASV_6136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0295495176041251	0.0123300761382202	0	0	0	0	0	0.0121146041553092	0	0.0055297500552975	0	0	0	0	0	0	0	0	0	0	0	0.0521365560676524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_1041	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter		ASV_1041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0531891316874252	0.083228013932986	0.00850918992511913	0.0822872632224338	0.131807297730718	0.00625048831939995	0.0388843191505272	0.0424011145435823	0	0.0746516257465163	0.0106313234225774	0	0.0155067609477732	0.00971647330884782	0.0674777224284041	0.057518488085456	0.068730944786141	0.0142201997938071	0.0628879227845678	0	0	0.0354528581260036	0	0	0	0.0204847196794141	0.00267875678897424	0.00758639001631074	0	0	0.011739469162549	0	0	0.0156317167532924	0.00956862881549074	0.0116776956014013	0	0.021215247977319	0.00677812923633077	0.0282930252034268	0.0134413529332698	0.00784375245117264	0.00429041842305671	0	0.0813781337934956	0.0118906064209275	0.00259655955858487	0.0223403779991957	0.00289113433655695	0.0311825100765704	0.0132961042414573	0.0055007769847491	0.00627254194762427	0	0.0348153048079936	Rhizhomorph_Soil associated
ASV_1850	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter	uncultured_Acidobacteria	ASV_1850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00878715318204785	0	0	0	0	0.011059500110595	0	0	0.105445974444858	0	0.0138924722646714	0.0219118049849356	0.0475829617750207	0.103096448505101	0.0191398025866076	0	0	0	0.0530431619786615	0.0698873067179174	0.065167807103291	0	0	0	0	0	0	0	0	0.0130264306277437	0	0	0	0	0	0	0	0	0.00536302302882089	0.0874557115306992	0	0	0	0	0	0	0	0	0	0.122958285263222	0	Non-core
ASV_4928	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter	uncultured_Acidobacteria	ASV_4928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0209751847429733	0.0263614595461435	0	0	0	0	0	0	0	0	0	0	0.0136948781155848	0.024672646846307	0.0426605993814213	0	0	0	0	0	0	0.0177730383008975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_4978	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter		ASV_4978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00577823147595293	0.00590990352082502	0.0493203045528806	0	0	0	0.00468786623954997	0.0239288117849398	0.0272578593494458	0	0.02211900022119	0	0.00841850049669153	0	0	0	0	0	0	0.00820277253711755	0	0	0.0125127734562366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_1184	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter	uncultured_Acidobacteria	ASV_1184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0112943302462164	0.059313283978823	0	0	0	0	0	0.0141750978967698	0	0.0465202828433197	0	0.0198463889495306	0.0493015612161052	0.102215251220415	0.216858046855558	0.112104558007273	0	0	0	0.0287948593598448	0.0458635450336333	0.0444325957522438	0	0	0	0	0	0	0	0	0.0182370028788412	0.00347950138745118	0	0	0	0.0180750112968821	0	0	0.0156875049023453	0.0107260460576418	0.044849082836256	0.00196091888659026	0	0.0285621551444336	0	0.0592682538994174	0	0.0568106272134992	0.0343798561546818	0.0329308452250274	0.0561661303054223	0	Non-core
ASV_1775	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter		ASV_1775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0132972829218563	0	0	0.0274290877408113	0.0505261307967751	0	0.0314065654677335	0.0575443697377188	0	0.0387082503870825	0	0.0134696007947064	0	0.00582988398530869	0.0258003056343898	0.0520405368392221	0.0088116595879668	0.119094173273134	0.0546851502474503	0	0	0	0	0.0131038700096095	0	0.00512117991985353	0	0	0	0	0.00213444893864526	0	0	0	0.00260962604058838	0.0107045543012845	0	0.0106076239886595	0	0	0.0109974705817662	0	0	0	0	0.0321046373365042	0.00519311911716975	0.00558509449979894	0.0202379403558986	0.0461963112245487	0.0568106272134992	0.0055007769847491	0	0	0.00522229572119904	Rhizhomorph_Soil associated
ASV_1688	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter		ASV_1688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01181980704165	0.0739804568293209	0	0.0451773209848656	0.0351486127281914	0.00625048831939995	0.0134599566290286	0.0333151614271004	0	0.0912408759124088	0	0	0.0186081131373279	0	0.0119078333697184	0.0164338537387017	0	0	0.0382796051732152	0	0	0.0688202540093012	0.0242483026188167	0.0502315017035031	0.0325839035516455	0.00256058995992677	0	0.00758639001631074	0	0	0	0	0	0	0.00260962604058838	0.00973141300116777	0	0	0	0	0	0.0509843909326222	0	0.0100910436381576	0	0.0107015457788347	0.0116845180136319	0	0.0187923731876202	0	0.0108786307430105	0.0646341295708019	0.023522032303591	0.0197340457829862	0.0174076524039968	Soil associated
ASV_1530	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter		ASV_1530	0	0	0	0	0.0354473754172452	0.00867653863951874	0.0501336898395722	0	0	0.0267043669494188	0	0	0	0.0242306760358614	0.085819230373142	0	0	0	0.0154125951727752	0	0	0.00659036488653588	0.0171888428783499	0	0.0666303228542007	0	0.055297500552975	0	0	0.0217094653268825	0.00582988398530869	0.0535852501637327	0.0273897562311695	0	0	0.0218740600989801	0	0.00670364846067472	0.0521365560676524	0.0106086323957323	0	0.0118486922005984	0	0	0.0164371783686733	0.0098393238416656	0	0.00426889787729053	0	0.00310964612227129	0.00521057225109748	0	0.00875827170105099	0	0.001928658907029	0.00903750564844103	0.00679032604882244	0	0.0065364603759772	0.0225246967210477	0.0291519038435664	0	0.0154577883472057	0.00908795845504706	0.00223403779991957	0.0346936120386834	0.00577453890306859	0.00483494699689355	0.0206279136928091	0.0156813548690607	0.018216042261218	0.0261114786059952	Rhizhomorph_Soil associated
ASV_2100	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter		ASV_2100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0147747588020626	0.0493203045528806	0	0.0112943302462164	0.0856747435249665	0.00468786623954997	0.00747775368279369	0.039372463504755	0	0.0359433753594338	0	0	0.0217094653268825	0	0.00793855557981225	0.0246507806080526	0.0158609872583402	0	0.0519508927350778	0	0.0318423301882049	0.0312819336405914	0	0.00436795666986984	0	0	0	0	0	0	0	0	0	0	0	0.00875827170105099	0	0	0	0.0599812134312649	0	0	0	0.0100910436381576	0	0.00951248513674197	0	0	0	0.0716042823980505	0	0.00962635972331092	0.00470440646071821	0	0	Non-core
ASV_2802	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter		ASV_2802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0502341799270127	0.0708979377947659	0.00510551395507148	0	0.0175743063640957	0.0109383545589499	0.0134599566290286	0.0605730207765461	0	0.0248838752488388	0	0	0	0	0.0119078333697184	0.0328677074774034	0	0	0	0.0067216723520812	0	0.0333673958832975	0	0	0	0	0	0	0.0186947152991646	0	0	0	0	0.0143290736905181	0	0	0	0	0	0	0	0	0.00536302302882089	0.033636812127192	0	0	0	0	0.00289113433655695	0	0	0.00275038849237455	0.00940881292143641	0.0394680915659724	0	Non-core
ASV_643	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter		ASV_643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0384143728853626	0.0524028235874357	0.0068073519400953	0.0758333602245958	0.0483293425012632	0	0	0.0726876249318553	0	0.0580623755806237	0	0.0202044011920597	0.0465202828433197	0	0.0357235001091551	0.0903861955628595	0.0616816171157676	0.12087169824736	0.139447133130998	0	0	0.0583929427957707	0.127303588748788	0.111382895081681	0.0473947688023934	0	0	0.0252879667210358	0	0	0.0032016734079679	0	0	0	0	0.00389256520046711	0	0.0202509185238045	0	0.00339516302441122	0.0134413529332698	0	0	0	0	0.00832342449464923	0.253164556962025	0.0703721906974666	0	0.0993220691327797	0.14263093640836	0.00687597123093637	0	0	0	Rhizhomorph_Soil associated
ASV_1469	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter		ASV_1469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0585678616565457	0.00340367597004765	0	0.0351486127281914	0	0	0.069658973893028	0	0.190776376907764	0	0	0.0155067609477732	0	0	0.0136948781155848	0	0.0604358491236802	0.0765592103464304	0	0	0.13346958353319	0.0136396702230844	0.0174718266794793	0.0236973844011967	0.0128029497996338	0	0	0	0	0	0	0	0	0.00347950138745118	0.0243285325029194	0	0.001928658907029	0	0	0	0	0	0.0089698165672512	0.00294137832988538	0.0214030915576694	0.0363518338201883	0.00670211339975872	0	0	0.0120873674922339	0.0261286906775582	0.0329308452250274	0.0789361831319449	0.0330745395675939	Soil associated
ASV_1496	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter		ASV_1496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0517116558072189	0.083228013932986	0	0.0274290877408113	0.0263614595461435	0.0218767091178998	0.0269199132580573	0.0484584166212369	0	0.0165892501658925	0	0	0	0.00388658932353913	0.0456466945839205	0.0164338537387017	0.00352466383518672	0.0177752497422589	0.00546851502474503	0	0.036870066533711	0.143896894746721	0.00606207565470417	0	0	0.0076817698797803	0	0	0	0	0.0181428159784848	0.00626933043550949	0	0.00521057225109748	0	0.0165434021019852	0	0.00578597672108699	0.0112968820605513	0.00679032604882244	0.0281046470422914	0.0065364603759772	0.0128712552691701	0.005606135354532	0.0127459727628367	0.014268727705113	0.0129827977929244	0.0134042267995174	0.0101189701779493	0.00461963112245487	0.0193397879875742	0.0055007769847491	0.0250901677904971	0.0121440281741454	0.0121853566827978	Rhizhomorph_Soil associated
ASV_1870	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter		ASV_1870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0484042724837846	0.054919707387799	0.00312524415969998	0.0508487250429971	0.0242292083106184	0	0.0138243751382438	0	0	0	0	0.0535852501637327	0.0191728293618187	0.0458206298574274	0.101318923530876	0.0191398025866076	0	0	0.00625638672811829	0.00454655674102813	0	0	0.00640147489981692	0	0.0101151866884143	0	0	0.00533612234661316	0.00731421884142774	0	0	0.00347950138745118	0.00875827170105099	0	0.011571953442174	0.0180750112968821	0.0045268840325483	0	0.020916673203127	0.00750823224034924	0	0.0068632161030659	0.0107015457788347	0	0.0390956614985926	0.00289113433655695	0	0.0120873674922339	0.0165023309542473	0	0	0.0208891828847962	Rhizhomorph
ASV_3222	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter		ASV_3222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0516312239827035	0.0351486127281914	0	0	0	0	0	0	0	0	0	0	0	0.0669686128685477	0.0551032742010025	0.0382796051732152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_4385	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter		ASV_4385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00295495176041251	0	0	0	0	0	0	0	0	0.00829462508294625	0	0	0	0	0	0	0.0810672682092945	0.0426605993814213	0.0273425751237252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_5567	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter		ASV_5567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00505110029801492	0	0	0.00992319447476532	0.00547795124623391	0.024672646846307	0	0	0	0	0	0.0212172647914646	0.0414955883637634	0.0148108652507479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_4701	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter		ASV_4701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0225886604924328	0.00659036488653588	0	0	0	0	0	0	0	0	0	0	0	0.019385651093527	0.0906537736855203	0.00546851502474503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_4021	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter		ASV_4021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0616503806911008	0	0	0	0	0.0403798698870859	0.0424011145435823	0	0.0387082503870825	0	0	0	0	0	0	0	0	0	0.0117629266161421	0.0301664180730363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_4226	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter		ASV_4226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.196033450814373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_2350	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter		ASV_2350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00385215431730195	0.00886485528123753	0.0184951142073302	0	0.0209751847429733	0.0351486127281914	0	0.0239288117849398	0.0454297655824096	0	0.0165892501658925	0	0	0	0	0.0476313334788735	0.0273897562311695	0	0.047993174304099	0.0164055450742351	0	0.0100554726910121	0.0500510938249463	0	0	0	0.00896206485974368	0	0	0	0	0	0	0	0.00260528612554874	0	0.0116776956014013	0	0	0	0	0	0.0156875049023453	0	0.0156971789926896	0	0.0166468489892985	0.0142810775722168	0	0.0057822686731139	0	0.00604368374611693	0.0123767482156855	0.00784067743453034	0.0333960774788997	0.0191484176443965	Soil associated
ASV_2858	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter		ASV_2858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00385215431730195	0.0369368970051564	0.0585678616565457	0.00850918992511913	0.00806737874729743	0.00878715318204785	0	0.00897330441935243	0.0333151614271004	0	0.00829462508294625	0	0	0	0	0	0.00821692686935086	0.0158609872583402	0	0.0191398025866076	0.0067216723520812	0.0167591211516868	0.0542220183103585	0.00303103782735209	0.00873591333973967	0	0	0	0	0.098393238416656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_4010	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter		ASV_4010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00738737940103128	0.0647328997256558	0	0.00968085449675691	0.0175743063640957	0	0.0224332610483811	0.00908595311648192	0	0.0248838752488388	0	0	0	0	0.0178617500545776	0.0246507806080526	0	0.00711009989690355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_1143	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter	uncultured_Acidobacteriales	ASV_1143	0	0.0195245765607458	0	0.0419276224417599	0.0147697397571855	0.124363720499769	0	0.0848360923190707	0.04122380943846	0.0392711278667923	0.0672187567218757	0	0.0497991434547326	0.0121153380179307	0.0394768459716453	0.046908197897409	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0403175784642104	0	0	0	0	0	0	0	0	0	0	0	0.00888651915044877	0	0	0	0	0	0	0.00940399565326423	0	0.0117237875649693	0	0	0	0	0	0.0792204705695952	0	0.0065364603759772	0.00643562763458506	0	0	0.0178359096313912	0.00519311911716975	0	0.0101189701779493	0.137434025893032	0	0.0233783021851837	0.0376352516857456	0.0197340457829862	0	Soil associated
