Kingdom	Phylum	Class	Order	Family	Genus	Species	OTU	DR1041-E	DR1041-H	DR1041-SAH	DR1042-E	DR1042-H	DR1042-SAH	DR1043-E	DR1043-H	DR1043-SAH	DR1044-E	DR1044-SAH	DR1045-E	DR1045-H	DR1045-SAH	DR1046-E	DR1046-H	DR1046-SAH	DR1047-E	DR1047-H	DR1047-SAH	DR1048-E	DR1048-H	DR1048-SAH	DR1049-E	DR1049-H	DR1049-SAH	Shared
ASV_3262	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter		ASV_3262	0	0.00738737940103128	0.0246601522764403	0	0.0209751847429733	0.0219678829551196	0	0	0.00908595311648192	0	0.011059500110595	0	0	0.0186081131373279	0	0	0.0164338537387017	0.0334843064342738	0.0515482242525507	0.0136712875618626	0	0	0	0.00303103782735209	0.00655193500480475	0.0414704227020943	Rhizhomorph_Soil associated
ASV_5030	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter	bacterium_Ellin7504	ASV_5030	0	0	0	0	0	0	0	0	0	0	0	0	0.0235718013907363	0.0124054087582186	0	0	0.0164338537387017	0.0176233191759336	0	0.0191398025866076	0	0	0.00834184897082438	0.00757759456838021	0.0174718266794793	0.0414704227020943	Soil associated
ASV_5172	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter		ASV_5172	0.0077043086346039	0.00886485528123753	0.0369902284146605	0	0	0.0109839414775598	0	0	0	0	0	0	0	0	0	0	0	0.0211479830111203	0.0124426748195812	0.0300768326360977	0	0	0.0166836979416488	0.00303103782735209	0	0.0118486922005984	Soil associated
ASV_2394	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter		ASV_2394	0	0.0162522346822688	0.0246601522764403	0	0.00645390299783794	0.0131807297730718	0	0	0.039372463504755	0	0.0304136253041363	0	0	0.0155067609477732	0	0	0	0.00528699575278008	0.0959863486081979	0.0355453476608427	0	0.0117313848061808	0.0834184897082438	0	0.00655193500480475	0	Rhizhomorph_Soil associated
ASV_2914	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Paraclostridium		ASV_2914	0	0	0.00924755710366511	0.00510551395507148	0.0709929329762174	0.0109839414775598	0.0125009766387999	0	0	0.0201031964082289	0	0	0	0.0124054087582186	0.0116597679706174	0	0.0301287318542865	0	0	0.0164055450742351	0	0	0	0.0272793404461688	0.0436795666986984	0.0148108652507479	Soil associated_Stipe
ASV_3567	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia		ASV_3567	0	0	0	0	0.0484042724837846	0.00659036488653588	0	0	0	0	0	0	0	0	0	0	0	0.0140986553407469	0	0.0191398025866076	0	0	0	0.0575897187196896	0.0545994583733729	0.0148108652507479	Non-core
ASV_3978	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia		ASV_3978	0	0	0	0	0.0161347574945949	0.0197710946596077	0.00937573247909993	0	0	0	0	0	0	0	0.0272061252647739	0	0.00821692686935086	0	0	0.0164055450742351	0	0	0.00625638672811829	0.0257638215324927	0.0218397833493492	0	Non-core
ASV_6064	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia		ASV_6064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00704932767037344	0	0.0218740600989801	0	0	0	0.0166707080504365	0.0611513933781777	0.00592434610029918	Non-core
ASV_3268	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_8		ASV_3268	0	0	0	0.0136147038801906	0.0435638452354061	0	0.0265645753574498	0	0	0.0156358194286225	0.0055297500552975	0	0	0.0124054087582186	0.0174896519559261	0	0.0219118049849356	0.0088116595879668	0	0.0218740600989801	0	0.0100554726910121	0	0.0181862269641125	0.0349436533589587	0	Stipe
ASV_3447	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_8		ASV_3447	0	0.00886485528123753	0	0.0068073519400953	0.0548581754816225	0.0197710946596077	0.00937573247909993	0	0	0	0.00829462508294625	0	0	0	0.0194329466176956	0	0.00547795124623391	0	0	0.0273425751237252	0	0	0	0.0212172647914646	0.0305756966890888	0	Non-core
ASV_3293	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_12	Clostridium_magnum	ASV_3293	0	0	0	0.0136147038801906	0.0984220207170286	0.0461325542057512	0	0	0	0.00446737697960642	0.0304136253041363	0	0	0	0	0	0	0	0	0	0	0	0.0145982356989427	0.0151551891367604	0.0152878483445444	0	Non-core
ASV_3832	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_12	Clostridium_magnum	ASV_3832	0	0	0	0.0204220558202859	0.0629255542289199	0.0241646712506316	0.0203140870380498	0	0	0	0.011059500110595	0	0	0.0124054087582186	0.0252628306030043	0	0	0	0.0106651498453553	0	0	0.00335182423033736	0	0.00303103782735209	0	0	Non-core
ASV_3399	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_12	Clostridium_magnum	ASV_3399	0	0	0	0.010211027910143	0.0516312239827035	0.0219678829551196	0.0156262207984999	0	0	0	0.0248838752488388	0	0	0.0124054087582186	0.00777317864707826	0	0.0109559024924678	0	0	0.0519508927350778	0	0	0	0.0181862269641125	0.0152878483445444	0.00592434610029918	Soil associated
ASV_6274	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_9		ASV_6274	0	0	0.00616503806911008	0	0.0258156119913518	0.00439357659102392	0	0	0	0	0	0	0	0	0	0	0.00547795124623391	0	0	0.00820277253711755	0	0	0	0.0287948593598448	0.0196558050144143	0	Non-core
ASV_5505	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_3		ASV_5505	0	0	0	0.00340367597004765	0.0242021362418923	0	0	0	0	0	0.0138243751382438	0	0	0.00930405656866394	0.0194329466176956	0.00595391668485919	0.0191728293618187	0	0.00888762487112944	0.0109370300494901	0	0	0	0.0151551891367604	0	0	Non-core
ASV_5676	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae			ASV_5676	0	0	0	0	0.0403368937364871	0.00659036488653588	0	0	0	0	0.0193541251935413	0	0	0	0	0	0	0	0	0.0246083176113526	0	0	0	0.00757759456838021	0.0174718266794793	0.0118486922005984	Non-core
ASV_4748	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_13		ASV_4748	0	0	0	0	0.0129078059956759	0.00878715318204785	0.0218767091178998	0	0	0	0.011059500110595	0	0	0	0.0155463572941565	0	0.0136948781155848	0	0	0	0	0	0.00834184897082438	0.0242483026188167	0.0349436533589587	0	Non-core
ASV_3585	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae			ASV_3585	0	0	0	0	0.0290425634902707	0.0153775180685837	0	0	0	0.00893475395921285	0	0	0	0.00930405656866394	0.00582988398530869	0	0	0	0	0.0218740600989801	0	0	0	0.0212172647914646	0.0698873067179174	0	Non-core
ASV_4129	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	LWQ8		ASV_4129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0520405368392221	0.0528699575278008	0.0355504994845178	0.0765592103464304	0	0	0	0	0	0	Non-core
ASV_4757	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	S32	TM7		ASV_4757	0	0	0	0	0	0	0	0	0	0	0	0	0.134696007947064	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_3314	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonadaceae		ASV_3314	0	0	0	0	0	0.0109839414775598	0	0.0418754206236447	0.0212005572717911	0	0.190776376907764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_537	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonadaceae		ASV_537	0	0	0	0	0	0	0	0	0	0	0	0.106313234225774	0.543835132086273	0.880784021833519	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_3056	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Armatimonadales	Armatimonadales		ASV_3056	0	0	0	0	0	0.0263614595461435	0	0	0	0	0.0248838752488388	0	0.0101022005960298	0.0124054087582186	0	0.0516006112687796	0.0301287318542865	0	0	0	0	0	0	0	0	0	Non-core
ASV_4796	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Armatimonadales	Armatimonadales		ASV_4796	0	0	0	0	0	0.00878715318204785	0.0156262207984999	0.0672997831451432	0	0.00670106546940964	0.00829462508294625	0	0	0	0	0.0258003056343898	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_4096	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Armatimonadales	Armatimonadales	uncultured_Chloroflexi	ASV_4096	0	0	0	0	0	0	0.00625048831939995	0.0104688551559112	0.0302865103882731	0	0.212895377128954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_4921	Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	Kapabacteriales	Kapabacteriales		ASV_4921	0	0.0369368970051564	0.00924755710366511	0	0	0	0.0109383545589499	0	0.0121146041553092	0	0.00829462508294625	0	0	0.0124054087582186	0	0.00595391668485919	0.0246507806080526	0	0	0.00820277253711755	0	0	0	0	0	0	Soil associated
ASV_5564	Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae			ASV_5564	0	0	0	0	0.00968085449675691	0	0.00312524415969998	0	0	0	0	0	0	0.00930405656866394	0.0291494199265435	0	0	0	0	0	0	0	0	0.0181862269641125	0.0567834367083079	0	Non-core
ASV_6095	Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	Anaerobacterium		ASV_6095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00303103782735209	0	0	Non-core
ASV_1040	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41		ASV_1040	0	0	0	0	0	0.054919707387799	0	0	0	0	0	0	0	0.0558243394119836	0	0.0178617500545776	0.0164338537387017	0.137461889572282	0.359060044793629	0.103901785470156	0	0	0	0	0.0152878483445444	0.0681299801534406	Soil associated
ASV_3216	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41		ASV_3216	0	0	0.0123300761382202	0	0	0.151578392390325	0	0	0	0	0.02211900022119	0	0	0	0	0	0.0328677074774034	0	0.0355504994845178	0.0273425751237252	0	0	0	0	0	0	Soil associated
ASV_4324	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	JGI_0001001-H03		ASV_4324	0	0	0	0	0	0.0109839414775598	0	0	0	0	0.0055297500552975	0	0	0	0	0.158771111596245	0	0	0	0.00546851502474503	0	0	0	0	0	0	Non-core
ASV_708	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae		uncultured_Acidobacteria	ASV_708	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0341148740851011	0	0	0	0	0	0	0	0	0	0	0	0.0266595574513463	Non-core
ASV_5738	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae		uncultured_Acidobacteriales	ASV_5738	0	0	0	0	0	0.00659036488653588	0	0	0.00908595311648192	0	0	0	0.00336740019867661	0	0	0.0357235001091551	0.0136948781155848	0.0317219745166805	0.00355504994845178	0.0218740600989801	0	0	0	0	0.00436795666986984	0	Rhizhomorph
ASV_3433	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Stenotrophobacter		ASV_3433	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0124054087582186	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_427	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae		uncultured_Acidobacteria	ASV_427	0	0	0	0	0	0	0	0	0	0	0	0.00531566171128869	0.00505110029801492	0.0248108175164372	0	0	0	0	0	0	0	0	0	0	0.0283917183541539	0.0533191149026926	Non-core
ASV_4855	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae			ASV_4855	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00930405656866394	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_2149	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	uncultured_Acidobacteriaceae	ASV_2149	0	0	0	0	0	0.0263614595461435	0	0	0	0	0	0	0	0.102344622255303	0	0	0	0.0123363234231535	0	0.0929647554206655	0	0	0	0.00454655674102813	0.14195859177077	0.14514647945733	Non-core
ASV_5084	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41		ASV_5084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12975932311849	0	0	0	0	0	0	0	Non-core
ASV_3662	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41		ASV_3662	0	0	0	0	0.00806737874729743	0	0	0.0508487250429971	0.0151432551941365	0	0	0	0	0	0	0.0516006112687796	0.0356066831005204	0.024672646846307	0.0177752497422589	0.00546851502474503	0	0	0	0	0	0	Rhizhomorph
ASV_5184	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41		ASV_5184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126204273170038	0	0	0	0	0	0	0	Non-core
ASV_4839	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	uncultured_Acidobacteria	ASV_4839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0258003056343898	0	0.0229103149287137	0.0764335738917132	0.0191398025866076	0	0.00335182423033736	0	0	0	0	Non-core
ASV_2060	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41		ASV_2060	0	0	0	0	0.00484042724837846	0.0109839414775598	0.00625048831939995	0	0.0938881822036465	0	0.011059500110595	0	0	0.00620270437910929	0	0.0476313334788735	0.213640098603122	0.0211479830111203	0.00888762487112944	0.0437481201979602	0	0.00335182423033736	0.0354528581260036	0.00454655674102813	0.00436795666986984	0	Rhizhomorph_Soil associated
ASV_5945	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41		ASV_5945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.103096448505101	0	0	0	0	0	0	0	Non-core
ASV_2783	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41		ASV_2783	0	0	0	0	0	0.0131807297730718	0	0	0	0	0	0	0	0	0	0.0258003056343898	0.00547795124623391	0.0740179405389211	0.111984073376231	0.0164055450742351	0	0	0	0	0	0.0533191149026926	Non-core
ASV_1338	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41		ASV_1338	0.0134825401105568	0.0251170899635063	0.0308251903455504	0	0	0.136200874321742	0.0109383545589499	0.0493531743064383	0.0363438124659277	0	0.055297500552975	0	0	0	0	0.0833548335880287	0.0520405368392221	0.0405336341046473	0.0746560489174873	0.00546851502474503	0	0	0.0250255469124731	0	0	0.0118486922005984	Rhizhomorph_Soil associated
ASV_3484	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41		ASV_3484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.213302996907107	0	0	0	0	0	0	0	Non-core
ASV_3062	Bacteria	Acidobacteriota	Blastocatellia	11-24	11-24	11-24		ASV_3062	0	0	0	0	0.0258156119913518	0	0	0	0	0	0	0	0	0	0	0.0138924722646714	0.0136948781155848	0.0405336341046473	0.136869423015393	0.00820277253711755	0	0	0	0.00303103782735209	0	0.00888651915044877	Non-core
ASV_2171	Bacteria	Acidobacteriota	Blastocatellia	11-24	11-24	11-24		ASV_2171	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00620270437910929	0.00388658932353913	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_3373	Bacteria	Acidobacteriota	Blastocatellia	11-24	11-24	11-24		ASV_3373	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0248108175164372	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_810	Bacteria	Acidobacteriota	Blastocatellia	11-24	11-24	11-24		ASV_810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0106086323957323	0.0174718266794793	0	Non-core
ASV_3836	Bacteria	Acidobacteriota	Blastocatellia	11-24	11-24	11-24		ASV_3836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0252628306030043	0	0.057518488085456	0	0	0	0	0	0	0.0454655674102813	0.0677033283829824	0.0325839035516455	Non-core
ASV_2080	Bacteria	Acidobacteriota	Blastocatellia	11-24	11-24	11-24		ASV_2080	0	0	0	0	0.00968085449675691	0	0.00937573247909993	0	0.0212005572717911	0	0.00829462508294625	0	0.00505110029801492	0.0217094653268825	0	0	0.0219118049849356	0.00704932767037344	0.0231078246649365	0.0273425751237252	0	0	0.0125127734562366	0.069713870029098	0.0698873067179174	0.0325839035516455	Rhizhomorph_Soil associated
ASV_3363	Bacteria	Acidobacteriota	Blastocatellia	11-24	11-24	11-24		ASV_3363	0	0	0	0	0	0	0.0218767091178998	0.0358932176774097	0.0363438124659277	0	0.0055297500552975	0	0	0	0	0	0	0.0652062809509543	0.0284403995876142	0.0546851502474503	0	0	0	0	0	0	Non-core
ASV_4327	Bacteria	Acidobacteriota	Blastocatellia	11-24	11-24	11-24		ASV_4327	0	0	0	0	0	0	0.00937573247909993	0.0149555073655874	0.0302865103882731	0	0	0	0	0	0	0	0.0191728293618187	0.0176233191759336	0.0266628746133883	0.0382796051732152	0.0067216723520812	0	0.00625638672811829	0.0121241513094083	0.00873591333973967	0	Non-core
ASV_3560	Bacteria	Acidobacteriota	Blastocatellia	11-24	11-24	11-24		ASV_3560	0	0	0	0	0	0	0.00468786623954997	0	0.00908595311648192	0	0	0	0	0.0186081131373279	0.0252628306030043	0.00595391668485919	0.0438236099698713	0	0	0.00820277253711755	0	0	0	0.036372453928225	0.0502315017035031	0.0325839035516455	Soil associated
ASV_6115	Bacteria	Acidobacteriota	Blastocatellia	11-24	11-24	11-24		ASV_6115	0	0	0	0	0	0.00439357659102392	0	0	0	0	0	0	0.00336740019867661	0	0	0	0	0	0	0	0	0	0	0.0212172647914646	0.0393116100288285	0.0118486922005984	Non-core
ASV_2794	Bacteria	Acidobacteriota	Blastocatellia	11-24	11-24	11-24		ASV_2794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00303103782735209	0	0	Non-core
ASV_3499	Bacteria	Acidobacteriota	Blastocatellia	11-24	11-24	11-24		ASV_3499	0	0	0	0	0.0258156119913518	0.0153775180685837	0.00312524415969998	0.00747775368279369	0.0181719062329638	0	0.00829462508294625	0	0	0	0	0.0178617500545776	0.0383456587236374	0.0511076256102074	0.0142201997938071	0.0382796051732152	0	0	0	0	0.00873591333973967	0	Rhizhomorph_Soil associated
ASV_4618	Bacteria	Acidobacteriota	Blastocatellia	11-24	11-24	11-24		ASV_4618	0	0.0487567040468064	0.0308251903455504	0	0	0	0	0.0209377103118223	0	0	0	0	0	0.00620270437910929	0	0	0	0	0	0	0	0.0083795605758434	0.0396237826114158	0	0	0	Non-core
ASV_1658	Bacteria	Acidobacteriota	Blastocatellia	11-24	11-24	11-24		ASV_1658	0.00577823147595293	0.0354594211249501	0.0462377855183256	0	0	0.0109839414775598	0.0312524415969998	0.0882374934569655	0.109031437397783	0	0.0165892501658925	0	0	0	0	0	0	0	0	0	0	0.0402218907640483	0.150153281474839	0	0	0	Soil associated
ASV_2045	Bacteria	Acidobacteriota	Blastocatellia	11-24	11-24	11-24		ASV_2045	0	0	0	0	0.00806737874729743	0	0	0.0987063486128767	0.0242292083106184	0	0	0	0.00336740019867661	0	0	0.0277849445293429	0.0328677074774034	0.0264349787639004	0.0693234739948096	0.0273425751237252	0.0184845989682233	0.0117313848061808	0.0479656315822402	0	0	0	Rhizhomorph
ASV_4476	Bacteria	Acidobacteriota	Blastocatellia	11-24	11-24	11-24		ASV_4476	0	0	0	0	0.0129078059956759	0	0	0.00299110147311748	0.0454297655824096	0	0	0	0	0	0	0.00992319447476532	0.0383456587236374	0.0105739915055602	0.0515482242525507	0.0136712875618626	0	0	0.00625638672811829	0	0	0	Rhizhomorph
ASV_3565	Bacteria	Acidobacteriota	Blastocatellia	11-24	11-24	11-24		ASV_3565	0	0.00295495176041251	0	0	0	0	0.0109383545589499	0.097210797876318	0.0151432551941365	0	0	0	0	0	0	0.0178617500545776	0	0.0123363234231535	0.0266628746133883	0	0	0	0	0.00909311348205626	0	0	Rhizhomorph
ASV_2614	Bacteria	Acidobacteriota	Blastocatellia	11-24	11-24	11-24	uncultured_Acidobacteria	ASV_2614	0	0	0	0	0	0.0307550361371675	0	0	0	0	0.0193541251935413	0	0	0.0155067609477732	0	0.0218310278444837	0.0273897562311695	0.0599192851981742	0.063990899072132	0.0328110901484702	0	0	0	0	0.026207740019219	0.0622056340531414	Soil associated
ASV_3269	Bacteria	Acidobacteriota	Blastocatellia	11-24	11-24	11-24		ASV_3269	0	0	0	0	0.0112943302462164	0.0241646712506316	0	0	0	0	0	0	0	0.0124054087582186	0	0.0476313334788735	0.0465625855929882	0.0211479830111203	0.047993174304099	0.0355453476608427	0	0	0	0	0	0.0414704227020943	Soil associated
ASV_2381	Bacteria	Acidobacteriota	Blastocatellia	11-24	11-24	11-24	uncultured_Acidobacteria	ASV_2381	0	0	0	0	0.00806737874729743	0.00659036488653588	0	0.00747775368279369	0	0	0	0	0	0	0	0.0555698890586858	0.0136948781155848	0.0370089702694606	0.204415372035977	0	0	0	0	0	0	0	Rhizhomorph
ASV_6010	Bacteria	Acidobacteriota	Blastocatellia	DS-100	DS-100	DS-100		ASV_6010	0	0	0	0	0	0	0	0	0	0	0	0	0.00673480039735322	0	0	0	0	0	0.0106651498453553	0.0328110901484702	0	0	0	0	0.0371276316938936	0.0473947688023934	Non-core
ASV_6360	Bacteria	Acidobacteriota	Blastocatellia	DS-100	DS-100	DS-100	uncultured_Acidobacteria	ASV_6360	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0124054087582186	0	0	0	0.0176233191759336	0.031995449536066	0.0273425751237252	0	0	0	0	0.0109198916746746	0.0148108652507479	Non-core
ASV_3264	Bacteria	Acidobacteriota	Blastocatellia	11-24	11-24	11-24	Acidobacteria_bacterium	ASV_3264	0	0.0783062216509316	0.0246601522764403	0.00510551395507148	0.00968085449675691	0.0329518244326794	0	0.028415463994616	0.0212005572717911	0	0.0359433753594338	0	0.00505110029801492	0	0	0	0	0	0	0.00546851502474503	0	0	0	0	0	0	Rhizhomorph_Soil associated
ASV_5072	Bacteria	Acidobacteriota	Blastocatellia	11-24	11-24	11-24	Acidobacteria_bacterium	ASV_5072	0	0	0	0	0	0.0417389776147273	0	0	0	0	0	0	0	0	0	0.0793855557981225	0	0	0.0177752497422589	0	0	0	0	0	0	0	Non-core
ASV_114	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_2	Subgroup_2	Subgroup_2	uncultured_Acidobacteria	ASV_114	0	0.0354594211249501	0.110970685243981	0.0119128658951668	0.0613120784794604	0.393225104896641	0.0687553715133995	0.20189934943543	0.832879035677509	0	0.431320504313205	0.00354377447419246	0.0303066017880895	0.170574370425506	0	0.154801833806339	0.460147904683648	0.207955166276016	0.191972697216396	0.349984961583682	0	0.0452496271095544	1.04273112135305	0.0257638215324927	0.12011880842142	0.275482093663912	Core
ASV_1736	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_2	Subgroup_2	Subgroup_2	uncultured_Acidobacteria	ASV_1736	0	0.13001787745815	0.0986406091057612	0.00510551395507148	0.0354964664881087	0.0395421893192153	0.0140635987186499	0.0239288117849398	0.0484584166212369	0	0.121654501216545	0	0	0	0	0	0	0	0	0	0	0	0.0125127734562366	0	0	0	Soil associated
ASV_2482	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_2	Subgroup_2	Subgroup_2	uncultured_Acidobacteria	ASV_2482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00582988398530869	0.0833548335880287	0.22459600109559	0.019385651093527	0	0.0628879227845678	0	0	0	0	0.00873591333973967	0	Non-core
ASV_1583	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_2	Subgroup_2	Subgroup_2	uncultured_Acidobacteria	ASV_1583	0	0.115243118656088	0.132548318485867	0	0	0.0109839414775598	0.0140635987186499	0.0433709713602034	0.069658973893028	0	0.0414731254147313	0	0	0.0279121697059918	0	0	0.0465625855929882	0	0	0	0	0.0100554726910121	0.0709057162520073	0	0	0.0296217305014959	Soil associated
ASV_838	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_2	Subgroup_2	Subgroup_2	uncultured_Acidobacteria	ASV_838	0	0	0	0	0.0209751847429733	0.10105226159355	0	0	0.0242292083106184	0	0.0304136253041363	0	0	0.0186081131373279	0	0.0654930835334511	0.0438236099698713	0.139224221489875	0.136869423015393	0.202335055915566	0	0	0	0.0197017458777886	0.0633353717131126	0.162919517758227	Rhizhomorph_Soil associated
ASV_86	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_2	Subgroup_2	Subgroup_2	uncultured_Acidobacteria	ASV_86	0.0731909320287371	1.32529586454501	1.11587189050892	0	0.0919681177191907	0.292172843303091	0.0312524415969998	0.379869887085919	0.239263432067357	0	0.201835877018359	0	0.0303066017880895	0.052722987222429	0	0.182586778335682	0.18898931799507	0.179757855594523	0.0764335738917132	0.248817433625899	0.0184845989682233	0.231275871893278	0.759108256345019	0.0106086323957323	0.0131038700096095	0.0177730383008975	Core
ASV_3404	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_2	Subgroup_2	Subgroup_2	uncultured_Acidobacteria	ASV_3404	0	0.0546666075676315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0201650170562436	0.0536291876853978	0.087589414193656	0	0	0	Non-core
ASV_240	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_2	Subgroup_2	Subgroup_2	uncultured_Acidobacteria	ASV_240	0	0	0.00924755710366511	0.00340367597004765	0.0306560392397302	0.248237077392852	0.00781311039924994	0.0194421595752636	0.115088739475438	0	0.0912408759124088	0	0	0.117851383203077	0.00388658932353913	0.178617500545776	0.446453026568064	0.401811677211286	0.366170144690533	0.675361605556011	0	0	0.0417092448541219	0.0181862269641125	0.0589674150432428	0.165881690808377	Core
ASV_4756	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_2	Subgroup_2	Subgroup_2	uncultured_Acidobacteria	ASV_4756	0	0	0	0	0	0	0	0.0164510581021461	0	0	0.107830126078301	0	0	0	0	0	0	0	0.031995449536066	0.0273425751237252	0	0	0	0	0	0	Non-core
